0,36,management,married,basic.9y,no,unknown,unknown,telephone,may,mon,285,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
1,37,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,75,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
2,54,management,married,university.degree,no,yes,no,cellular,jul,tue,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
3,47,management,married,basic.4y,unknown,no,no,telephone,may,mon,882,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
4,30,technician,single,university.degree,no,no,yes,cellular,aug,tue,729,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5,24,student,single,unknown,no,yes,no,cellular,sep,wed,367,1,999,2,failure,-1.1,94.199,-37.5,0.886,4963.6,no
6,33,services,married,high.school,no,yes,no,telephone,may,fri,263,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
7,29,admin.,single,basic.9y,no,no,no,telephone,jul,tue,280,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8,29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9,36,admin.,single,basic.9y,no,yes,no,cellular,jul,tue,274,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10,49,unemployed,divorced,university.degree,no,yes,yes,cellular,jul,fri,133,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
11,42,self-employed,single,university.degree,no,no,no,cellular,nov,wed,238,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
12,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,340,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
13,54,admin.,divorced,high.school,no,no,no,cellular,nov,fri,639,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
14,36,technician,single,high.school,no,yes,yes,telephone,may,tue,193,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
15,37,blue-collar,single,university.degree,no,yes,no,telephone,may,mon,492,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
16,59,admin.,married,high.school,no,yes,no,cellular,aug,fri,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17,48,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,126,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
18,32,unknown,unknown,university.degree,no,yes,yes,telephone,may,tue,40,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
19,29,technician,single,university.degree,no,yes,no,cellular,aug,tue,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
20,37,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
21,59,management,married,university.degree,no,yes,no,cellular,dec,thu,646,3,6,1,success,-3,92.713,-33,0.7,5023.5,no
22,57,retired,divorced,basic.9y,no,yes,no,cellular,jul,fri,247,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes
23,33,management,married,high.school,unknown,yes,no,telephone,aug,mon,71,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24,25,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,73,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
25,41,unemployed,married,unknown,no,no,no,telephone,jun,fri,280,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26,27,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,47,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
27,57,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,857,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
28,30,admin.,married,basic.9y,no,yes,yes,cellular,may,mon,97,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
