id,label,age,job,education,day_of_week,duration,campaign,pdays,euribor3m,nr.employed
10,1,0.8395061728395061,6,2,4,262,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
24,1,0.5185185185185185,9,3,5,227,0.03571428571428571,999,1.870777601450918,1.7569811320754731
27,1,0.345679012345679,4,2,3,734,0.07142857142857142,999,0.29335751530265247,1.0271698113207575
30,1,0.49382716049382713,3,0,4,633,0.03571428571428571,999,0.12242121967807755,0.21584905660377632
35,1,0.37037037037037035,0,1,5,588,0.10714285714285714,999,1.9147585581500794,1.7207547169811321
44,1,1.0617283950617284,10,3,1,98,0.03571428571428571,999,0.04760825209703015,0.41132075471698115
57,1,0.3950617283950617,8,2,3,351,0.10714285714285714,999,0.3917479029698481,1.0271698113207575
60,1,0.32098765432098764,9,1,3,585,0.03571428571428571,999,0.29335751530265247,1.0271698113207575
63,1,0.345679012345679,9,4,1,1248,0.10714285714285714,999,1.9614599863976423,2.0007547169811346
70,1,0.37037037037037035,1,1,4,394,0.03571428571428571,999,0.36318295171163006,1.0271698113207575
81,1,0.6666666666666666,4,0,2,895,0.03571428571428571,999,0.37134436635683526,1.0271698113207575
94,1,0.5185185185185185,3,4,5,772,0.03571428571428571,999,1.9138517343006123,1.7207547169811321
115,1,1.7037037037037037,10,5,3,343,0.07142857142857142,999,0.03672636590342324,0.45660377358490567
125,1,0.8148148148148148,2,5,5,705,0.25,999,1.9610065744729086,2.0007547169811346
147,1,0.6172839506172839,8,2,1,1036,0.03571428571428571,999,1.9183858535479483,2.0007547169811346
159,1,0.19753086419753085,8,4,5,667,0.03571428571428571,999,0.07073226025844481,0.21584905660377632
169,1,1.5308641975308641,10,3,5,464,0.03571428571428571,999,0.08524144184992063,0.21584905660377632
195,1,0.4691358024691358,0,1,3,529,0.03571428571428571,999,1.9637270460213103,2.0007547169811346
201,1,1.2345679012345678,10,2,2,460,0.07142857142857142,999,0.1020176830650646,0.8543396226415081
233,1,0.37037037037037035,0,1,2,712,0.03571428571428571,3,0.2847426887327137,0.8543396226415081
237,1,0.345679012345679,2,1,4,270,0.03571428571428571,5,0.12015416005440945,0.21584905660377632
243,1,0.32098765432098764,0,1,4,368,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
245,1,0.5679012345679012,0,0,2,145,0.03571428571428571,999,0.2847426887327137,0.8543396226415081
248,1,0.345679012345679,0,1,1,434,0.14285714285714285,999,0.3264565858082068,1.0271698113207575
249,1,1.037037037037037,10,5,1,1460,0.03571428571428571,999,0.2865563364316482,0.8543396226415081
252,1,0.5432098765432098,0,0,1,301,0.10714285714285714,3,0.3264565858082068,1.0271698113207575
255,1,0.24691358024691357,0,1,5,431,0.03571428571428571,999,0.2833824529585128,1.0271698113207575
266,1,0.345679012345679,8,4,2,1051,0.10714285714285714,999,1.961913398322376,2.0007547169811346
278,1,0.07407407407407407,5,3,3,184,0.14285714285714285,999,0.3917479029698481,1.0271698113207575
283,1,1.0617283950617284,10,1,3,576,0.03571428571428571,999,0.11108592155973702,0.8543396226415081
287,1,0.9629629629629629,2,5,1,483,0.17857142857142858,999,0.021763772387213803,0.3449056603773571
303,1,0.2222222222222222,2,5,3,358,0.03571428571428571,9,0.03854001360235773,0.41132075471698115
305,1,0.4691358024691358,2,0,5,659,0.03571428571428571,999,0.27930174563591026,1.0271698113207575
307,1,0.3950617283950617,0,1,3,235,0.10714285714285714,4,0.009521650419406039,0.3449056603773571
335,1,0.6172839506172839,4,0,4,501,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
368,1,0.4691358024691358,0,4,2,458,0.03571428571428571,999,0.2978916345499887,1.0271698113207575
393,1,0.4444444444444444,0,1,3,768,0.07142857142857142,999,0.0997506234413965,0.8543396226415081
395,1,0.8641975308641975,2,5,5,495,0.03571428571428571,3,0.036272953978689626,0.41132075471698115
396,1,0.6666666666666666,0,1,2,924,0.07142857142857142,4,0.2847426887327137,0.8543396226415081
397,1,0.2222222222222222,1,1,3,367,0.07142857142857142,999,0.2883699841305827,1.0271698113207575
404,1,0.2962962962962963,8,0,5,803,0.03571428571428571,999,1.9156653819995466,1.7207547169811321
408,1,0.8888888888888888,7,1,4,494,0.03571428571428571,6,0.004534119247336209,0.3449056603773571
416,1,0.8888888888888888,8,2,4,328,0.07142857142857142,3,0.28383586488324647,0.8543396226415081
419,1,0.24691358024691357,0,1,5,494,0.03571428571428571,999,1.9600997506234414,2.0007547169811346
423,1,0.7901234567901234,7,3,3,801,0.03571428571428571,999,1.915211970074813,1.7207547169811321
424,1,0.2222222222222222,0,4,2,878,0.07142857142857142,999,1.961913398322376,2.0007547169811346
426,1,0.345679012345679,2,1,2,847,0.07142857142857142,999,0.34958059396962143,1.0271698113207575
439,1,0.8641975308641975,0,1,2,556,0.07142857142857142,999,0.015416005440943112,0.3449056603773571
446,1,0.32098765432098764,2,1,2,683,0.07142857142857142,999,1.9143051462253458,1.7207547169811321
451,1,0.24691358024691357,0,1,2,359,0.03571428571428571,999,0.0004534119247336209,0.3449056603773571
455,1,0.1728395061728395,0,4,3,302,0.03571428571428571,10,0.29335751530265247,1.0271698113207575
470,1,0.24691358024691357,0,1,4,312,0.10714285714285714,6,0.12015416005440945,0.21584905660377632
474,1,0.14814814814814814,2,5,1,341,0.03571428571428571,3,0.10292450691453185,0.8543396226415081
477,1,0.5432098765432098,9,2,2,531,0.07142857142857142,999,0.08388120607571978,0.41132075471698115
481,1,0.19753086419753085,4,1,2,516,0.03571428571428571,13,0.030832010881886175,0.21584905660377632
484,1,0.32098765432098764,2,1,4,1288,0.10714285714285714,999,1.9650872817955112,2.0007547169811346
485,1,0.24691358024691357,0,0,2,421,0.07142857142857142,999,0.057583314441169806,0.21584905660377632
488,1,0.3950617283950617,3,1,2,429,0.03571428571428571,999,0.18589888914078442,0.8543396226415081
501,1,0.8641975308641975,3,1,1,1488,0.07142857142857142,999,1.9659941056449783,2.0007547169811346
515,1,0.41975308641975306,1,1,3,1211,0.03571428571428571,999,1.9628202221718432,2.0007547169811346
518,1,1.1604938271604939,0,1,4,766,0.10714285714285714,2,0.3314441169802766,1.0271698113207575
521,1,0.4444444444444444,8,4,5,568,0.03571428571428571,999,0.3078666968941283,1.0271698113207575
532,1,1.1604938271604939,3,0,5,693,0.07142857142857142,999,0.3473135343459533,1.0271698113207575
542,1,0.7654320987654321,8,2,3,709,0.07142857142857142,999,1.9600997506234414,2.0007547169811346
548,1,0.691358024691358,8,2,3,921,0.03571428571428571,999,1.9632736340965768,2.0007547169811346
559,1,0.41975308641975306,6,0,4,562,0.07142857142857142,999,1.5606438449331217,1.7569811320754731
561,1,1.3580246913580247,10,3,5,230,0.03571428571428571,3,0.0766266152799819,0.41132075471698115
567,1,0.32098765432098764,0,1,4,739,0.07142857142857142,999,0.3849467240988439,1.0271698113207575
572,1,1.6790123456790123,10,3,2,728,0.03571428571428571,3,0.11199274540920427,0.004528301886795198
