id,label,age,job,education,day_of_week,duration,campaign,pdays,euribor3m,nr.employed
4626,1,0.6172839506172839,3,1,1,138,0.03571428571428571,999,0.04942189979596463,0.41132075471698115
4626,1,0.6172839506172839,3,1,1,138,0.03571428571428571,999,0.04942189979596463,0.41132075471698115
4626,1,0.6172839506172839,3,1,1,138,0.03571428571428571,999,0.04942189979596463,0.41132075471698115
4626,1,0.6172839506172839,3,1,1,138,0.03571428571428571,999,0.04942189979596463,0.41132075471698115
4626,1,0.6172839506172839,3,1,1,138,0.03571428571428571,999,0.04942189979596463,0.41132075471698115
4626,1,0.6172839506172839,3,1,1,138,0.03571428571428571,999,0.04942189979596463,0.41132075471698115
4642,1,0.49382716049382713,2,5,3,157,0.10714285714285714,4,0.11335298118340513,0.8543396226415081
4642,1,0.49382716049382713,2,5,3,157,0.10714285714285714,4,0.11335298118340513,0.8543396226415081
4642,1,0.49382716049382713,2,5,3,157,0.10714285714285714,4,0.11335298118340513,0.8543396226415081
4642,1,0.49382716049382713,2,5,3,157,0.10714285714285714,4,0.11335298118340513,0.8543396226415081
4642,1,0.49382716049382713,2,5,3,157,0.10714285714285714,4,0.11335298118340513,0.8543396226415081
4642,1,0.49382716049382713,2,5,3,157,0.10714285714285714,4,0.11335298118340513,0.8543396226415081
4646,1,0.37037037037037035,2,5,5,87,0.03571428571428571,999,0.11199274540920427,0.8543396226415081
4646,1,0.37037037037037035,2,5,5,87,0.03571428571428571,999,0.11199274540920427,0.8543396226415081
4646,1,0.37037037037037035,2,5,5,87,0.03571428571428571,999,0.11199274540920427,0.8543396226415081
4646,1,0.37037037037037035,2,5,5,87,0.03571428571428571,999,0.11199274540920427,0.8543396226415081
4646,1,0.37037037037037035,2,5,5,87,0.03571428571428571,999,0.11199274540920427,0.8543396226415081
4646,1,0.37037037037037035,2,5,5,87,0.03571428571428571,999,0.11199274540920427,0.8543396226415081
4655,1,0.7654320987654321,3,4,2,955,0.07142857142857142,999,0.2978916345499887,1.0271698113207575
4655,1,0.7654320987654321,3,4,2,955,0.07142857142857142,999,0.2978916345499887,1.0271698113207575
4655,1,0.7654320987654321,3,4,2,955,0.07142857142857142,999,0.2978916345499887,1.0271698113207575
4655,1,0.7654320987654321,3,4,2,955,0.07142857142857142,999,0.2978916345499887,1.0271698113207575
4655,1,0.7654320987654321,3,4,2,955,0.07142857142857142,999,0.2978916345499887,1.0271698113207575
4655,1,0.7654320987654321,3,4,2,955,0.07142857142857142,999,0.2978916345499887,1.0271698113207575
4664,1,0.2222222222222222,0,1,1,251,0.03571428571428571,999,1.9396962140104284,1.7569811320754731
4664,1,0.2222222222222222,0,1,1,251,0.03571428571428571,999,1.9396962140104284,1.7569811320754731
4664,1,0.2222222222222222,0,1,1,251,0.03571428571428571,999,1.9396962140104284,1.7569811320754731
4664,1,0.2222222222222222,0,1,1,251,0.03571428571428571,999,1.9396962140104284,1.7569811320754731
4664,1,0.2222222222222222,0,1,1,251,0.03571428571428571,999,1.9396962140104284,1.7569811320754731
4664,1,0.2222222222222222,0,1,1,251,0.03571428571428571,999,1.9396962140104284,1.7569811320754731
4671,1,0.37037037037037035,1,1,4,707,0.07142857142857142,3,0.036272953978689626,0.41132075471698115
4671,1,0.37037037037037035,1,1,4,707,0.07142857142857142,3,0.036272953978689626,0.41132075471698115
4671,1,0.37037037037037035,1,1,4,707,0.07142857142857142,3,0.036272953978689626,0.41132075471698115
4671,1,0.37037037037037035,1,1,4,707,0.07142857142857142,3,0.036272953978689626,0.41132075471698115
4671,1,0.37037037037037035,1,1,4,707,0.07142857142857142,3,0.036272953978689626,0.41132075471698115
4671,1,0.37037037037037035,1,1,4,707,0.07142857142857142,3,0.036272953978689626,0.41132075471698115
4672,1,0.4444444444444444,8,4,2,658,0.03571428571428571,999,1.961913398322376,2.0007547169811346
4672,1,0.4444444444444444,8,4,2,658,0.03571428571428571,999,1.961913398322376,2.0007547169811346
4672,1,0.4444444444444444,8,4,2,658,0.03571428571428571,999,1.961913398322376,2.0007547169811346
4672,1,0.4444444444444444,8,4,2,658,0.03571428571428571,999,1.961913398322376,2.0007547169811346
4672,1,0.4444444444444444,8,4,2,658,0.03571428571428571,999,1.961913398322376,2.0007547169811346
4672,1,0.4444444444444444,8,4,2,658,0.03571428571428571,999,1.961913398322376,2.0007547169811346
4699,1,0.5432098765432098,2,5,4,381,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
4699,1,0.5432098765432098,2,5,4,381,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
4699,1,0.5432098765432098,2,5,4,381,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
4699,1,0.5432098765432098,2,5,4,381,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
4699,1,0.5432098765432098,2,5,4,381,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
4699,1,0.5432098765432098,2,5,4,381,0.03571428571428571,999,0.3314441169802766,1.0271698113207575
4729,1,0.1728395061728395,0,1,4,342,0.10714285714285714,999,0.3314441169802766,1.0271698113207575
4729,1,0.1728395061728395,0,1,4,342,0.10714285714285714,999,0.3314441169802766,1.0271698113207575
4729,1,0.1728395061728395,0,1,4,342,0.10714285714285714,999,0.3314441169802766,1.0271698113207575
4729,1,0.1728395061728395,0,1,4,342,0.10714285714285714,999,0.3314441169802766,1.0271698113207575
4729,1,0.1728395061728395,0,1,4,342,0.10714285714285714,999,0.3314441169802766,1.0271698113207575
4729,1,0.1728395061728395,0,1,4,342,0.10714285714285714,999,0.3314441169802766,1.0271698113207575
4738,1,0.7160493827160493,8,5,3,410,0.03571428571428571,999,0.02856495125821807,0.3449056603773571
4738,1,0.7160493827160493,8,5,3,410,0.03571428571428571,999,0.02856495125821807,0.3449056603773571
4738,1,0.7160493827160493,8,5,3,410,0.03571428571428571,999,0.02856495125821807,0.3449056603773571
4738,1,0.7160493827160493,8,5,3,410,0.03571428571428571,999,0.02856495125821807,0.3449056603773571
4738,1,0.7160493827160493,8,5,3,410,0.03571428571428571,999,0.02856495125821807,0.3449056603773571
4738,1,0.7160493827160493,8,5,3,410,0.03571428571428571,999,0.02856495125821807,0.3449056603773571
4747,1,0.2222222222222222,2,1,5,374,0.03571428571428571,999,0.11108592155973702,0.004528301886795198
4747,1,0.2222222222222222,2,1,5,374,0.03571428571428571,999,0.11108592155973702,0.004528301886795198
4747,1,0.2222222222222222,2,1,5,374,0.03571428571428571,999,0.11108592155973702,0.004528301886795198
4747,1,0.2222222222222222,2,1,5,374,0.03571428571428571,999,0.11108592155973702,0.004528301886795198
4747,1,0.2222222222222222,2,1,5,374,0.03571428571428571,999,0.11108592155973702,0.004528301886795198
4747,1,0.2222222222222222,2,1,5,374,0.03571428571428571,999,0.11108592155973702,0.004528301886795198
4748,1,0.2222222222222222,5,1,5,173,0.03571428571428571,999,0.08660167762412149,0.8543396226415081
4748,1,0.2222222222222222,5,1,5,173,0.03571428571428571,999,0.08660167762412149,0.8543396226415081
4748,1,0.2222222222222222,5,1,5,173,0.03571428571428571,999,0.08660167762412149,0.8543396226415081
4748,1,0.2222222222222222,5,1,5,173,0.03571428571428571,999,0.08660167762412149,0.8543396226415081
4748,1,0.2222222222222222,5,1,5,173,0.03571428571428571,999,0.08660167762412149,0.8543396226415081
4748,1,0.2222222222222222,5,1,5,173,0.03571428571428571,999,0.08660167762412149,0.8543396226415081
4762,1,0.24691358024691357,0,1,5,979,0.07142857142857142,999,1.9623668102471095,2.0007547169811346
4762,1,0.24691358024691357,0,1,5,979,0.07142857142857142,999,1.9623668102471095,2.0007547169811346
4762,1,0.24691358024691357,0,1,5,979,0.07142857142857142,999,1.9623668102471095,2.0007547169811346
4762,1,0.24691358024691357,0,1,5,979,0.07142857142857142,999,1.9623668102471095,2.0007547169811346
4762,1,0.24691358024691357,0,1,5,979,0.07142857142857142,999,1.9623668102471095,2.0007547169811346
4762,1,0.24691358024691357,0,1,5,979,0.07142857142857142,999,1.9623668102471095,2.0007547169811346
4772,1,0.5679012345679012,8,5,3,210,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
4772,1,0.5679012345679012,8,5,3,210,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
4772,1,0.5679012345679012,8,5,3,210,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
4772,1,0.5679012345679012,8,5,3,210,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
4772,1,0.5679012345679012,8,5,3,210,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
4772,1,0.5679012345679012,8,5,3,210,0.07142857142857142,999,0.28383586488324647,0.8543396226415081
4775,1,1.4567901234567902,10,1,4,324,0.10714285714285714,4,0.035366130129222385,0.45660377358490567
4775,1,1.4567901234567902,10,1,4,324,0.10714285714285714,4,0.035366130129222385,0.45660377358490567
4775,1,1.4567901234567902,10,1,4,324,0.10714285714285714,4,0.035366130129222385,0.45660377358490567
4775,1,1.4567901234567902,10,1,4,324,0.10714285714285714,4,0.035366130129222385,0.45660377358490567
4775,1,1.4567901234567902,10,1,4,324,0.10714285714285714,4,0.035366130129222385,0.45660377358490567
4775,1,1.4567901234567902,10,1,4,324,0.10714285714285714,4,0.035366130129222385,0.45660377358490567
4784,1,0.49382716049382713,6,5,4,746,0.03571428571428571,999,1.9161187939242803,1.7207547169811321
4784,1,0.49382716049382713,6,5,4,746,0.03571428571428571,999,1.9161187939242803,1.7207547169811321
4784,1,0.49382716049382713,6,5,4,746,0.03571428571428571,999,1.9161187939242803,1.7207547169811321
4784,1,0.49382716049382713,6,5,4,746,0.03571428571428571,999,1.9161187939242803,1.7207547169811321
4784,1,0.49382716049382713,6,5,4,746,0.03571428571428571,999,1.9161187939242803,1.7207547169811321
4784,1,0.49382716049382713,6,5,4,746,0.03571428571428571,999,1.9161187939242803,1.7207547169811321
4789,1,1.0123456790123457,10,0,4,398,0.07142857142857142,999,0.08841532532305599,0.8543396226415081
4789,1,1.0123456790123457,10,0,4,398,0.07142857142857142,999,0.08841532532305599,0.8543396226415081
4789,1,1.0123456790123457,10,0,4,398,0.07142857142857142,999,0.08841532532305599,0.8543396226415081
4789,1,1.0123456790123457,10,0,4,398,0.07142857142857142,999,0.08841532532305599,0.8543396226415081
4789,1,1.0123456790123457,10,0,4,398,0.07142857142857142,999,0.08841532532305599,0.8543396226415081
4789,1,1.0123456790123457,10,0,4,398,0.07142857142857142,999,0.08841532532305599,0.8543396226415081
4799,1,0.6666666666666666,0,5,4,931,0.14285714285714285,999,1.5606438449331217,1.7569811320754731
4799,1,0.6666666666666666,0,5,4,931,0.14285714285714285,999,1.5606438449331217,1.7569811320754731
